name,recipe,category,images
Samoa Cookie Frappuccino,Mocha Coconut Frappuccino. 2 pumps of caramel syrup. Ask for extra coconut flakes to be blended into the drink. ,Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/samoa-cookie-frappuccino.jpg
The Wired Zombie," No longer available. Sub with Strawberry Acai or Cool Lime Refresher based on preference/availibility. Light lemonade, no water. Add matcha green tea powder (1 scoop tall, 2 grande & venti, 3 trenta). Add classic syrup (½ pump tall, 1 grande, 1.5 venti, 2 trenta). Top with raspberry syrup (½ pump tall, 1 grande, 1.5 venti, 2 trenta). ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2014/10/the-wired-zombie.jpg
Berry Forest Smoothie,"Strawberry Smoothie. Made with passion tea instead of milk. Add 2 pumps of Raspberry Syrup. Add berries (2 scoops, 3 if you like it extra fruity).  . ",Secret Drinks,"https://starbuckssecretmenu.net/wp-content/uploads/2014/11/Berry-Forest-Smoothie-c.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2018/07/Starbucks-Dragonfruit-Frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2018/03/Starbucks-Crystal-Ball-Frappuccino-featured-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2018/01/Stardust-Frappuccino-1-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2016/01/starbucks-secret-menu-superfruit-tea-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/09/Starbucks-Strawberry-Sunset-Refresher-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/09/starbucks-apple-berry-juice-freeze-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/08/Starbucks-Berry-Vanilla-Smoothie-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/08/starbucks-mango-frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/07/starbucks-strawberry-limeade-218x150.jpg"
Warm Sugar Cookie,"White Mocha Hot Chocolate. Add hazelnut syrup (1 pump tall, 2 grande, 3 venti). Add vanilla syrup (1 pump tall, 2 grande, 3 venti). Sprinkle some raw sugar on top.  . ",Secret Drinks,"https://starbuckssecretmenu.net/wp-content/uploads/2014/11/warm-sugar-cookie.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2014/05/starbucks-secret-white-chocolate-macadamia-nut-frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2014/01/starbucks-secret-cinnamon-bun-hot-chocolate-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2013/11/starbucks-secret-chai-cookie-latte-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/hot-butterbeer-latte-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/starbucks-secret-strawberry-cookie-crumble-frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2013/02/starbucks-secret-the-nutella-218x150.jpg"
Apple Cider,"Steamed apple juice. Add Oprah chai syrup (1 pump tall, 1.5 grande, 2 venti). ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2014/12/starbucks-apple-cider.jpg
Christmas in a Cup Latte,"Start with a Cinnamon Dolce Latte. Add white mocha syrup (1.5 pumps tall, 2 pumps grande, 2.5 pumps venti). Add peppermint syrup (1/2 pump tall, 1 pump grande, 1.5 pumps venti). Optional: Top with chocolate whipped cream instead of regular if you like it extra chocolatey!. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/12/starbucks-christmas-in-a-cup.jpg
Peach Apple Lemonade,"Lemonade to first line. Apple juice to second line. Add peach syrup (3 pumps tall, 5 grande, 7 venti). ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2014/08/peach-apple-lemonade.jpg
The Chocolate Dalmatian,"White Chocolate Mocha (Hot, Iced or Frappuccino). Add java chips. Top with more java chips!. Optional: Add vanilla or hazelnut syrup for extra sweetness. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/08/starbucks-chocolate-dalmatian-frappuccino.jpg
Mexican Hot Chocolate,"Hot chocolate made w/ soy milk (no water). Add mocha syrup (1 pump tall, 1.5 grande, 2 venti). Add white mocha syrup (1 pump tall, 1.5 grande, 2 venti). Add cinnamon dolce syrup (2 pumps tall, 3 grande, 4 venti). Ask for cinnamon powder to be added to milk while it’s steamed. ",Hot Chocolate,https://starbuckssecretmenu.net/wp-content/uploads/2014/01/starbucks-mexican-hot-chocolate.jpg
Tropical Elixir,"Start with raspberry syrup (2 pumps tall, 3 pumps grande, 4 pumps venti). Add strawberry, orange mango and very berry juice to the first line of the cup. Fill with lemonade to the top line. Add ice and shake!. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/12/starbucks-tropical-elixir.jpg
Terry’s Chocolate Orange Frappuccino,"Mocha Frappuccino. Add Java Chips. Orange Slices (3 tall, 5 grande, 7 venti). Top with chocolate whipped cream and cookie crumble topping. Iced Coffee. Add Mocha Syrup (3 pumps tall, 4 pumps grande, 5 pumps venti). Add Orange Slices (3 tall, 5 grande, 7 venti). ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/11/terrys-chocolate-orange-frappuccino.jpg
Cinnamon Dolce Smoothie,Order a  Chocolate Smoothie. Ask for Cinnamon Dolce Syrup instead of Mocha. Add 3 scoops of Vanilla Bean. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2014/07/cinnamon-dolce-smoothie.jpg
S’mores Hot Chocolate,"Hot Chocolate. Add chestnut praline syrup (3 pumps tall, 4 grande, 5 venti). Top with whipped cream and mocha drizzle. ",Hot Chocolate,https://starbuckssecretmenu.net/wp-content/uploads/2014/12/smores-hot-chocolate.jpg
Pumpkin Hot Chocolate,"Hot chocolate. Add pumpkin spice sauce (1 pump tall, 2 grande, 3 venti). ",Hot Chocolate,https://starbuckssecretmenu.net/wp-content/uploads/2014/10/pumpkin-hot-chocolate.jpg
Vanilla White Mocha Frappuccino,"White Mocha Frappuccino. Half white mocha syrup/half vanilla syrup (1 pump each for tall, 1.5 grande, 2 venti). Double blend. White Mocha. Half white mocha syrup/half vanilla syrup (1.5 pump each for tall, 2 grande, 2.5 venti, 3 iced venti). Ask for the beverage to be stirred. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/10/vanilla-white-mocha-frappuccino.jpg
Vanilla Apple Spice,"Caramel Apple Spice. Made with Vanilla syrup instead of Cinnamon Dolce. Steam vanilla bean powder with the Apple Juice (1 scoop tall, 2 grande, 3 venti). For extra spice ask for cinnamon to be steamed into the apple juice as well. Top with whipped cream, dark caramel drizzle and cinnamon to taste. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2015/05/vanilla-apple-spice.jpg
Shirley Temple,"Orange Mango Lemonade (strawberry lemonade made with orange mango). Blend. Add one pump of raspberry syrup affogato on top. Orange Mango Lemonade, made with half lemonade, half lemon ale. Blend. Add one pump of raspberry syrup affogato on top. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2015/01/starbucks-shirley-temple.jpg
The Cadbury Blackforest,"Signature hot chocolate. Add raspberry syrup (2 pumps for a grande is recommended, adjust for other sizes). ",Hot Chocolate,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/the-cadbury-blackforest1.jpg
Strawberry Coconut Lemonade,"Start with a strawberry lemonade (lemonade with strawberry flavoring). Add 2 pumps of coconut syrup (for a grande, adjust for other sizes). Add Coconut flakes. Blend!. Top with whipped cream if desired. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/strawberry-coconut-lemonade.jpg
Burnt Marshmallow,Start with a doppio or solo espresso machiato. Add 2 pumps of white mocha sauce. Add caramel drizzle. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/burnt-marshmallow.jpg
Harry Potter’s Pumpkin Juice,"Pumpkin Spice Sauce (1.5 pumps for a tall, 2 grande, 3 venti). Apple Juice to the top line. Fill the rest of the cup with ice. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2014/10/harry-potters-pumpkin-juice.jpg
Red Mango Explosion,"Orange Mango to the first cold cup line. Lemonade to the third cold cup line. Scoop of ice. Add raspberry syrup (1 pump tall, 2 grande, 3 venti). Finish with a splash of unsweetened passion tea. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2015/01/red-mango-explosion.jpg
The Undertow,Have 3 pumps of your favorite syrup (vanilla suggested) in a tall cup. Add a splash of milk. Add two shots of espresso floating on top. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/01/undertow.jpg
Starbucks Apple Berry Juice Freeze,Apple Juice to the first line. Strawberry puree to the second line. Ice and blend!. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2015/09/apple-berry-juice-freeze.jpg
Starbucks Italian Soda,Purchase a Perrier carbonated water. Add 3-4 pumps of your choice of syrup to a grande cup over ice. Have the barista pour in the Perrier. Top with whipped cream if desired. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/starbucks-italian-soda.jpg
Hipster Chai,"2 pumps white mocha syrup (1 pump for short, 1.5 for tall, 2 for venti). 2 pumps of chai syrup (1 pump for short, 1.5 for tall, 3 for venti). hot water to the half-way mark. 2 shots of espresso (1 shot for a short and tall). topped up with steamed soy milk. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/hipster-chai.jpg
The Red Starburst,"Blended Strawberry Lemonade (Lemonade and strawberry flavoring). Add Vanilla Bean Powder (1 scoop for a tall, 1.5 for grande and 2 for venti). Add Raspberry syrup (1 pump for tall, 1.5 for grande, 2 for venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/the-red-starburst1.jpg
Very Berry-licious Smoothie,Fill first line with milk. Splash of strawberry juice. 3 scoops of berries. 5 slices of orange. Whole banana. Top with whipped cream. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/Very-berry-licious-smoothie.jpg
Swirl Pow Hot Chocolate,"Hot Chocolate. Add Vanilla Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Add Mocha Syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). Top with whipped cream Mocha or Caramel drizzle. ",Hot Chocolate,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/swirl-pow-hot-chocolate.jpeg
Banana Split Frappuccino,Start with a strawberries and creme Frappuccino. Add Vanilla Bean powder. Add Java Chips. Add a whole Banana (note the extra cost). Top with whipped cream and mocha drizzle. Top with caramel drizzle if desired. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/banana-split-frappuccino.jpg
Green Tea Kit Kat Frappuccino,"Matcha Green Tea Frappuccino. No classic syrup. Add white mocha syrup (1 pump tall, 1.5 grande, 2 venti). : Sub soy milk for extra sweetness.  Add java chips for extra chocolatey flavor. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/07/green-tea-kit-kat-frappuccino.jpg
Rocky Road Frappuccino,"Heavy whip to the bottom line. Add marshmallow syrup (½ pump tall, 1 grande, 1.5 venti). Add mocha syrup (1 pumps tall, 2 grande, 3 venti). Add toffee nut syrup (½ pump tall, 1 grande and venti). 1 packet of almonds (can use the ones meant for oatmeal). Crème base, ice and double blend. Top with whipped cream, mocha drizzle, and caramel ribbon crunch bits if desired. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/07/rocky-road-frappuccino.jpg
Liquid Cocaine,4 shots of espresso. 4 pumps of white chocolate syrup over ice in a grande cold cup. Stir and enjoy. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/02/liquid-cocaine.jpeg
Strawberry Lemonade,Lemonade. Strawberry Flavoring. Blend with ice. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/02/strawberry-lemonade1.jpg
The Nutella,"Cafe Misto. Add Mocha Syrup (1/2 pump tall, 1 pump grande, 1.5 pumps venti). Add Hazelnut Syrup (1/2 pump tall, 1 pump grande, 1.5 pumps venti). Add a few drops of caramel drizzle. ",Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2012/08/nutella-frappuccino-466x350.jpg
The Green Eye,Regular drip coffee: blend of your choice. Add 3 extra shots of espresso. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2012/09/green-eye2.jpg
Marshmallow Dream Bar Frappuccino,"Creme base marshmallow Frappuccino. Add vanilla bean powder (1 scoop tall, 2 grande, 3 venti). Layer s’mores milk chocolate on top of the Frappuccino. Top with whip and mocha drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/06/Marshmallow-Dream-Bar-Frappuccino.jpg
The Happy Shot,Start with 2 pumps of your preferred syrup flavor in a short cup. Add 2 shots of espresso. Add a little cream to cool it down. Stir and take it like a shot!. ,Secret Drinks,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/happy-shot.jpg
Bubble Gum Frappuccino,"Strawberries and Creme Frappuccino. No classic syrup (unless you like it sweet). Add Raspberry syrup (1 pump for a tall, 2 pumps for a grande, 3 pumps for a venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/07/bubblegum-frappuccino1.jpg
Caramel and Nut Chocolate Bar Frappuccino,"Java Chip Frappuccino. Add toffee nut syrup (1 pump for a tall, 2 pumps grande, 3 pumps venti). Caramel drizzle in the cup and on top. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/09/snickers-frappuccino1-412x350.jpg
Oatmeal Raisin Cookie Frappuccino,"Crème based white mocha Frappuccino. Add cinnamon dolce syrup (2 for tall, 3 grande & venti). Add a packet of oatmeal. Add packet of dried fruit (oatmeal topping). Top with whip and cinnamon dolce sprinkles. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/06/oatmeal-raisin-cookie-frappuccino.jpg
Honey Green Tea Frappuccino,"Green Tea Frappuccino. No classic syrup. Honey packets (2 for tall, 3 grande, 4 venti). Double blended to ensure proper mixing of honey. Top with whipped cream and honey drizzle if desired. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/05/honey-green-tea-frappuccino.jpg
Coffee Crisp Frappuccino,Vanilla Bean Frappuccino. Add 2 scoops of java chips. Add 1 pump of hazelnut syrup. Add 1/2 pump of mocha syrup. Add 2 pumps of Frappuccino Roast. Top with mocha drizzle for extra chocolate (optional). ,Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/08/coffee-crisp-frappuccino.jpg
Banana Cream Pie Frappuccino,"Start with a Vanilla Bean Creme Frappuccino. Add Vanilla Syrup (1 pump grande, 1.5 pumps venti). Add Hazelnut Syrup (1 pump grande, 1.5 pumps venti). Add a whole banana and top with whipped cream. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/03/banana-cream-pie-frappuccino1.jpg
Skittles Frappuccino,"Strawberries and Crème Frappuccino. No classic syrup. Add Vanilla Syrup (2 pumps tall, 3 pumps grande, 4 pumps venti). Add Raspberry Syrup (½ pump tall, 1 pump grande, 1.5 pumps venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/05/Skittles-Frappuccino.jpg
Count Chocula Frappuccino,"Whole milk to the first line. Add vanilla bean powder (2 scoops tall, 3 grande, 4 venti). Add marshmallow syrup (1 pump tall, 1.5 grande, 2 venti). Add mocha syrup (1 pump tall, 1.5 grande, 2 venti). Top with whipped cream and optional mocha drizzle. ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/05/Count-Chocula-Frappuccino.jpg
Coconut Ice Cream Frappuccino,Vanilla Bean Frappuccino. Made with coconut milk. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/05/Coconut-Ice-Cream-Frappuccino.jpg
Le Peach Frappuccino,"Vanilla Bean Frappuccino. Add a small squirt of whipped cream with the whole milk base. Add hazelnut syrup (½ pump tall, 1 grande, 1 venti). Add peach syrup (1 pump tall, 1 ½ grande, 2 venti). Add vanilla syrup (½ pump tall, 1 grande, 1 venti). Add a few strong shakes of cinnamon into the blender. Complete with crème base, top with whipped cream and cinnamon. Add espresso (1 shot tall & grande, 2 venti). Slightly less whole milk. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/04/Le-Peach-Frappuccino.jpg
Lucky Charms Frappuccino,"Creme Base Frappuccino. Add white mocha syrup.  (1 pump tall, 1 ½ grande, 2 venti). Add marshmallow syrup.  (1 pump tall, 1 ½ grande, 2 venti). Blend and top with whipped cream. ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/05/Lucky-Charms-Frappuccino.jpg
Rolo Frappuccino,"Vanilla bean Frappuccino. Add java chips. Carmel drizzle on the inside of the cup. Optional: For an extra chocolatey taste, top with mocha drizzle. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/04/starbucks-rolo-frappuccino.jpg
Coffee Ice Cream Frappuccino,"White Chocolate Mocha Frappuccino. Add 2 extra pumps of Frappuccino Roast. Add 1 shot espresso. Add java chips (3 scoops tall, 4 grande, 5 venti).  sub half and half for milk or blend with some whipped cream. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/04/coffee-ice-cream-frappuccino.jpg
Teddy Grahams Frappuccino Summer Version,"Creme Base Frappuccino. Add graham cracker syrup (2 pumps tall, 3 grande, 4 venti). Blend in graham cracker topping and cinnamon dolce sprinkles. Top with whipped cream, additional graham cracker topping and cinnamon. Cookie straw optional!. ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/12/teddy-grahams-cracker-frappuccino.jpg
Orange Creamsicle Frappuccino,"Milk (of your choice) to the 1st line. Orange Mango or Valencia Orange Refresher Juice to the 2nd line. Add classic syrup (2 pumps tall, 3 pumps grande, 4 pumps venti). Add creme base (2 pumps tall, 3 pumps grande, 4 pumps venti). Top with whipped cream (optional). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/orange-creamsicle-frappuccino.jpg
Apple Jacks Frappuccino,"Crème Base Frappuccino. Whole milk to the first line. Apple juice to the second line. Add cinnamon dolce syrup (2 pumps tall, 3 grande, 4 venti). Add toffee nut syrup (1 pump tall, 2 grande, 3 venti). ",Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/03/apple-jacks-frappuccino.jpg
Starbucks Birthday Cake Frappuccino,Vanilla Bean Frappuccino. Hazelnut syrup. Topped with raspberry infused whipped cream. ,Crème Based Frappuccinos,"https://starbuckssecretmenu.net/wp-content/uploads/2015/03/starbucks-20-birthday-cake-frappuccino.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2013/09/starbucks-birthday-cake-frappuccino-476x350.jpg"
Tropical Lavaflow Frappuccino,Vanilla Bean Frappuccino. Made with coconut milk to the bottom line. Orange mango juice to the second line. Top with strawberry puree and whipped cream. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/04/Tropical-Lavaflow-Frappuccino.jpg
Starbucks Chocolate Mint Frappuccino,"Green Tea Frappuccino. Decrease classic syrup to (1 pump tall, 1.5 grande, 2 venti). Add peppermint syrup (Tall 3 pumps, Grande 4 pumps, Venti 5 pumps). Add vanilla bean powder (2 scoops tall, 3 grande, 4 venti). Add protein powder for thickness (1 scoop tall, 1.5 grande, 2 venti). Add 1 pump of mocha sauce (2 pumps for Grande and Venti) at the bottom of the cup and mocha drizzle on the inside of the cup. Top with whipped cream, mocha drizzle and sprinkle matcha powder on top. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/04/chocolate-mint-frappuccino.jpg
Tootsie Roll Frappuccino,"Fill Valencia Orange Refresher to the first indent on the cup. Milk to the first line. Add mocha syrup (2 pumps tall, 3 grande, 4 venti). Add vanilla syrup ( 1 pump tall, 2 grande and venti). Add crème base ( 2 pumps tall, 3 grande, 4 venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/04/Tootsie-Roll-Frappuccino.jpg
Milkybar Frappuccino,"Vanilla Bean Frappuccino. Add white mocha syrup (2 pumps tall, 3 grande, 4 venti). Add extra ice (1.5 x original amount). Extra pump of crème base and double blend. Top with one more pump of white mocha syrup. ",Chocolate Bar Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/04/milkybar-frappuccino.jpg
Cocoa Puffs Frappuccino,Vanilla Bean Frappuccino. Add Hazelnut syrup. Add Mocha syrup. Topped with your choice or regular or chocolate whipped cream. ,Cereal Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/06/cocoa-puffs-frappuccino.jpg
Apple Pie a la mode Frappuccin,"Apple Juice to the bottom line. Add cinnamon dolce syrup (2 pumps tall, 3 grande, 4 venti). Add Frappuccino crème base. Whipped cream blended in. Line cup with caramel drizzle and top with whip and more caramel drizzle. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/03/apple-pie-a-la-mode-frappuccino.jpg
Cool Caramel Frappuccino,"Caramel Frappuccino. Add vanilla syrup (1 pump tall, 1.5 grande, 2 venti). Add espresso (1 shot tall, 2 grande and venti). Top with whip and caramel drizzle. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/03/cool-caramel-frappuccino.jpg
Ariana Grande Frappuccino,Start with a Vanilla Bean Frappuccino w/ Raspberry Syrup (aka the . ). Add extra mocha syrup. Add extra mocha chips. Blend. Top with extra whipped cream. Finish with a generous caramel drizzle. ,Crème Based Frappuccinos,"https://starbuckssecretmenu.net/wp-content/uploads/2015/02/starbucks-ariana-grande-frappuccino.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/02/ariana-grande-frappuccino-buzzfeed.jpg"
Shamrock Frappuccino,"Start with a Vanilla Bean Frappuccino. Add peppermint syrup (1.5 pumps tall, 2 pumps grande, 2.5 pumps venti). Add classic syrup (½ pump tall, 1 pump grande, 1.5 pumps venti). Add matcha powder (2 scoops tall, 2.5 grande, 3 venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2014/03/shamrock-frappuccino.jpg
Thin Mint Frappuccino,"Tazo Green Tea Creme Frappuccino. Add java chips. Add or top with mocha sryup (1 pump tall, 2 pumps grande, 3 pumps venti). Add peppermint syrup (1 pump tall, 1.5 pumps grande, 2 pumps venti). ",Cookie Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2012/09/thin-mint-frappuccino1.jpg
Tropical Berry Swirl Frappuccino,Vanilla Bean Frappuccino made with coconut milk. Add blueberries. Add blackberries.  Add java chips.  . ,Crème Based Frappuccinos,"https://starbuckssecretmenu.net/wp-content/uploads/2015/02/tropical-berry-swirl-frappuccino.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2018/07/Starbucks-Dragonfruit-Frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2018/03/Starbucks-Crystal-Ball-Frappuccino-featured-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2018/01/Stardust-Frappuccino-1-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2016/01/starbucks-secret-menu-superfruit-tea-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/09/Starbucks-Strawberry-Sunset-Refresher-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/09/starbucks-apple-berry-juice-freeze-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/08/Starbucks-Berry-Vanilla-Smoothie-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/08/starbucks-mango-frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2015/07/starbucks-strawberry-limeade-218x150.jpg"
Green Vanilla Frappuccino,"Vanilla Bean Frappuccino. Add matcha powder (1 scoop tall, 1.5 grande, 2.5 venti). ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/03/green-vanilla-frappuccino.jpg
Caramel Pick-Me-Up Frappuccino,"Vanilla Bean Frapuccino. Add caramel syrup (1 pump tall, 2 grande, 3 venti). Caramel walls. Add ristretto shots (1 tall, 2 grande and 3 venti). Top with whipped cream and caramel drizzle. ",Coffee/Espresso Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/03/caramel-pick-me-up-frappuccino.jpg
Marshmallow Crème Frappuccino,"Vanilla Bean Frappuccino. Add white mocha syrup (3 pumps tall, 3.5 grande, 4 venti). Add vanilla syrup (1 pump for a tall, 1.5 for a grande, 2 for a venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/03/marshmallow-creme-frappuccino.jpg
Passion Tea Frappuccino,Milk to the bottom black line. Passion tea to the middle black line. Ice. 3 Pumps classic syrup. Add creme base. Blend and top with whipped cream.  . ,Crème Based Frappuccinos,"https://starbuckssecretmenu.net/wp-content/uploads/2015/02/passion-tea-frappuccino.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2019/04/Starbucks-Rainbow-Refresher-feat-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2018/07/Starbucks-Dragonfruit-Frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2017/09/Cherry-Blossom-Frappuccino-featured-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2017/06/Starbucks-Matcha-Lemonade2-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2017/06/Starbucks-Violet-Drink-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2017/06/Ombre-Pink-Drink-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2017/04/Starbucks-Mermaid-Frappuccino-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2017/04/Starbucks-Dragon-Frappuccino-Collage-218x150.jpg,https://starbuckssecretmenu.net/wp-content/uploads/2017/04/Starbucks-Unicorn-Frappuccino-Collage-218x150.jpg"
Triple Berry Cobbler Frappuccino,"Vanilla Bean Frappuccino. Add white mocha syrup (1 pump tall, 2 grande, 3 venti). Add raspberry syrup (1 pump tall, 2 grande and venti). Add freeze dried blackberries (1 scoop tall, 2 grande, 3 venti). Add blueberries (1 packet tall, 2 grande, 2 venti). Double blend and top with whipped cream. ",Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/03/triple-berry-cobbler-frappuccino.jpg
Chinese New Year Candy Frappuccino,"Strawberries and Creme Frappuccino. Add classic syrup (½ pump tall, 1 pump grande, 1 ½ pumps venti). Add peppermint syrup (½ pump tall, 1 pump grande, 1 ½ pumps venti). ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/02/chinese-new-year-candy-frappuccino.jpg
Caramel Candy Frappuccino,"Coffee Frappuccino. Add toffee nut syrup (2 pumps tall, 3 grande, 4 venti). Top with whipped cream and caramel drizzle. ",Candy Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2015/01/caramel-candy-frappuccino.jpg
Chocolate Covered Strawberry Frappuccino,Strawberries and Creme Frappuccino. Add java chips. Top with mocha drizzle. ,Crème Based Frappuccinos,https://starbuckssecretmenu.net/wp-content/uploads/2013/04/chocolate-covered-strawberry-frappuccino.jpg
